price(USD),title,artist,year created,time period,art movement,condition,signed,age of artwork(years)
1500,Night Barn,Alex Stohlberg,1990,Post-War,Minimalism,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Signed T.H.K recto,34
800,"Horizon Series, Wind Series 4",Frances Ashforth,2011,Contemporary,Expressionism,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Signed Frances B Ashworth 2001 in ink at lower right recto,13
800,High Derricks,Antonio Frasconi,1954,Post-War,Expressionism,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Artist signature lower right recto,70
1500,Red Citroen,Stephen Lack,1989,Post-War,Expressionism,This work is in good condition.Not examined out of frame.Minor sheet undulation.Small nicks to frame.,Signed and dated in pigment recto,35
1500,Landscape Study (Pines),Peter Schroth,1989,Post-War,Surrealism,This work is in very good condition.Not examined out of frame.No obvious imperfections to artwork observed.,Inscribed Peter Schroth 9/89 in pencil lower right corner recto,35
1500,"Untitled, Evening Drawing",Judy Ledgerwood,1989,Post-War,Abstract,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,unknown,35
1500,"Untitled, Terra Cotta Red",Judy Ledgerwood,1989,Post-War,Abstract,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,unknown,35
800,"Untitled, Pink Wall",Alan Herman,1980,Post-War,Minimalism,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,"Signed, dated, and numbered in pencil lower right",44
800,Solitary Oak,Susan Hall,2012,Contemporary,Realism,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Artist signature and date lower right recto,12
1500,Hess,Michele Boll,1980,Post-War,Realism,This work is in very good condition.No visible signs of wear to artwork.Not examined out of frame.,Signed and dated lower right recto,44
800,Erotic Fruitos,Malcolm Morley,1993,Post-War,Expressionism,This work is in very good condition.Not examined outside of frame.No obvious signs of damage to artwork.,Signed and dated in pencil lower right,31
800,Fragment Of Pelicano Club,Agnes Story,1984,Post-War,Expressionism,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,"Title, artist signature, and date bottom recto",40
1275,Becoming Subject,Denise Green,1979,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and wear to frame.,Signed Denise Green on bottom right in pencil,45
1275,Tomorrow Being Today,George T. Grant,1987,Contemporary,Abstract,This work is in very good condition.Not examined out of frame.Slight rippling to paper.,unknown,37
1500,Viewing Suite II,Dan Walsh,2008,Contemporary,Minimalism,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Signed and dated in pencil lower right recto.,16
680,Beneath,Mark Fox,2012,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Mark Fox 12 on bottom right in pencil,12
800,Sitelines,Kate Whiteford,1989,Post-War,Abstract,Not examined outside of frame.No obvious damage to artwork.,"Signed and dated in pencil lower right, Kate Whiteford, '89",35
800,Sitelines,Kate Whiteford,1989,Post-War,Abstract,This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,"Signed and dated in pencil lower right, Kate Whiteford '89",35
1500,Upright Curves Number 2,Jane Rosenberg,1977,Post-War,Minimalism,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Signed and dated in pencil lower right recto.,47
1500,"Remnant Number 1, Around The Fireplace",RICHARD WOODS,2012,Contemporary,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,unknown,12
1500,"Untitled, 2000",Karim Noureldin,2008,Contemporary,Minimalism,This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,unknown,16
1500,Viewing Suite IV,Dan Walsh,2008,Contemporary,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Scratches and nicks to frame.,Signed and dated in pencil lower right recto.,16
680,Commonwealth of Massachusetts Building Code,Paul Levy,1975,Modern,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small smudges to matt.,Signed in pencil c Paul M. Levy '75 lower right; marked Commonwealth of Massachusetts Building Code in center; edition marked 21/50 lower left,49
1275,Untitled NBR 58,Clinton J. Hill,1975,Contemporary,Abstract,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light buckling to paper.,Signed C Hill bottom right in pencil,49
1500,Untitled,Frederick Wardy,1974,Post-War,Minimalism,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.No other obvious signs of wear to artwork.,Frederick Wardy 74 in ink on bottom right recto.,50
680,Reason And Romance #9,Diane Cionni,2012,Contemporary,Abstract,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.,Signed in pencil DKC 2012 lower right,12
1275,Source of Freedom,Wayne Amedee,1991,Contemporary,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Signed in pencil W. Amadee 1991 lower right,33
1275,No 245,Christopher Olav Jenssen,1985,Contemporary,Abstract,"This work is in good condition.Not examined out of frame.Small mark at bottom of paper.Hardware for wire, but wire is missing.","Signed at bottom in pencil 27 Juli 1985, Olav Christopher",39
1500,"Remnant Number 3, Under The Sink",RICHARD WOODS,2012,Contemporary,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,unknown,12
800,Heat from the Core Raises Mountains and Opens Oceans,"John F. Simon, Jr.",2011,Contemporary,Conceptual ,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,"Signed in pencil, R, 2011 lower right corner",13
680,Untitled,Ron Janowich,1989,Contemporary,Abstract,This work is in overall good condition.Work not examined outside of frame.Small holes at corners of paper from previous hanging.Minor rippling and creases in paper.No other signs of wear on art.,Ron Janowich 89 on bottom right in pencil,35
680,Before,Mark Fox,2012,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Mark Fox on bottom right in pencil,12
680,Sweet Home,Gregory Amenoff,1988,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,unknown,36
800,Sorrow,JOHN WALKER,1992,Post-War,Abstract,"This work is in good condition.Artwork not inspected out of frame.Scuffs, marks and dents to frame.",Signed and inscribed recto in pencil,32
1275,Both And,Denise Green,1979,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and marks on frame.,Signed Denise Green on bottom right in pencil,45
1275,Untitled,Orly Genger,2004,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear to art.,unknown,20
800,Signatures,Joe Tilson,1988,Post-War,Conceptual ,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of wear to artwork.,Tilson 1988 in pencil on bottom right recto.,36
680,The Third Emergence,Tony Jannetti,1971,Modern,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Signed in pencil Tony Jannetti '71 lower right with 1/35 lower left,53
1275,Working Drawing 1,Michael Kenny,1987,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Michael Kenny 87 Working Drawing on top left in pencil,37
800,Juicy Little Passion #6,Paul Henry Ramirez,2005,Contemporary,Abstract,This work is in very good condition.Artwork not inspected out of frame.Light wear to frame.,Signed and inscribed recto in pencil,19
1500,Living With The Lights On,David Storey,1988,Post-War,Surrealism,This work is in overall very good condition.No obvious signs of wear to artwork.,David Storey inscribed on reverse.,36
800,Bend,Bruce Porter,1979,Post-War,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,unknown,45
1500,"Remnant Number 5, By The Back Door",RICHARD WOODS,2012,Contemporary,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,unknown,12
1500,Woodblock Inlays 3 of 4,Richard Woods,2011,Contemporary,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Artist signature and edition in pencil lower right recto.,13
1275,Print Fields 1 (Pink),Nancy Blum,2002,Contemporary,Abstract,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Frame is marked and scuffed at left top and bottom corners.,Signed Nancy Blum bottom right in pen,22
680,Cantos IV,Antonio Frasconi,1974,Modern,Abstract,This work is in overall good condition.Not examined out of frame.No obvious signs of wear to art.Small water mark to paper mat at bottom right corner,Signed Frasconi bottom right in pencil,50
1275,BB / Market,Stephanie Kirschen Cole,1978,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear to art.Small scratch to bottom of plexiglass.,unknown,46
1275,Powder,Mary Heebner,1979,Modern,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs wear to artMinor scrape to corner of frame.,Heebner 79 inscribed on bottom right,45
800,Untitled,Barbara Schwartz,2001,Contemporary,Expressionism,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No obvious signs of wear to artwork.,Barbara Schwartz 2001 in pencil on bottom right recto.,23
1500,Untitled,Frederick Wardy,1974,Post-War,Minimalism,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.Minor rippling of paper.,Frederick Wardy 74 in ink at bottom right recto.,50
1275,Balls with Red,Fred Gutzeit,1971,Modern,Abstract,This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Signed in pencil F. Gutzeit 4/71 lower right,53
680,Untitled,Mary Hambleton,1986,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Minor wear to frame.,Hambleton 86 on bottom right in pencil,38
1275,No 249,Christopher Olav Jenssen,1986,Contemporary,Abstract,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Hardware for wire but wire is missing.,"Signed at bottom in pencil 17 Aug 1986, Olav Christopher",38
800,Zikkurat,Joe Tilson,1975,Post-War,Pop Art,This work is in good condition.Artwork not inspected out of frame.Scratching to plexiglass.Adhesive on frame.Light wear to frame.,Signed and inscribed recto in pencil,49
1500,Woodblock Inlays 4 Of 4,RICHARD WOODS,2011,Contemporary,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Artist signature and edition in pencil lower right recto.,13
1275,"Sacred Mountain Series II, #5",Derek Hirst,1987,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear to art.,Signed Derek Hirst 1987 lower right in pencil,37
680,On The Modification Of Clouds III,Dianna Frid,2011,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear to art.,Signed D. Frid 2011 in pencil lower left,13
680,Bad Neighbors (Red),Reed Anderson,2013,Contemporary,Abstract,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.Slight buckling to paper.,Signed RA bottom right in pencil,11
1500,Untitled,Chuck Webster,2011,Contemporary,Abstract,This work is in very good condition.Some yellowing to paper at top of piece.Not examined out of frame.,unknown,13
680,Between,Mark Fox,2012,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Mark Fox 12 on bottom right in pencil,12
1275,Untitled,Tony King,1975,Post-War,Geometric Abstraction,Not examined outside of frame.No obvious signs of wear to art.,T King 75 on bottom right in pencil,49
1500,"Remnant Number 6, Inside The Bedroom Cupboard",RICHARD WOODS,2012,Contemporary,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,unknown,12
800,Untitled (III),Stephanie Snider,2001,Contemporary,Surrealism,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Lower right recto in pencil,23
680,Pink Basket,Charles Hewitt,2009,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear to art.,Signed and dated lower right in pencil,15
800,Unheard of III,Steven Sorman,2002,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,"Signed and dated in pencil lower right, Steven Sorman, 2002",22
1500,Scriptograph #14,Laura Wait,2012,Contemporary,Expressionism,This work is in very good condition.Not examined outside of frame.Minor curving of paper at bottom.No other obvious signs of wear to artwork.,Wait 12 in pencil on bottom right recto,12
1500,Early Summer Drawing,Michael Tetherow,1990,Post-War,Expressionism,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuff on top center of wood frame.,M.T. 90 in pencil on bottom center right recto,34
800,Untitled (II),Stephanie Snider,2001,Contemporary,Abstract,This work is in very good condition.Artwork not inspected out of frame.,Lower right recto in pencil,23
1500,Misdirected Concerns,Bruce Mclean,1988,Post-War,Expressionism,This work is in very good condition.Artwork not examined outside of frame.Some rippling of paper consistent with process.No other obvious signs of wear to artwork.,Bruce Mclean 1988 inscribed at bottom right recto,36
680,Jumble,Hanlyn Davies,1975,Modern,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Signed in pencil lower right Jumble 31/129 Hanlyn Davies 1975,49
1500,Untitled,Chuck Webster,2011,Contemporary,Abstract,This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,unknown,13
1275,"A Known Quantity, Subway Series #3",Anne Gilman,2000,Contemporary,Conceptual ,Not examined out of frame.Creases from fold-marks to subway map.,Artist signed in pen lower right,24
1275,Untitled,Nicholas Howey,1989,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,unknown,35
1500,Upright Curves Number 3,Jane Rosenberg,1977,Post-War,Minimalism,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Signed and dated in pencil lower right recto,47
1275,Untitled,Michael Hardesty,1990,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Artwork is slipping off hinges on top left corner.,Hardesty 90 on bottom right in pencil,34
800,Serpentine With Orchids,MICHAEL MAZUR ,2005,Contemporary,Pop Art,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Mazur 05 in pencil on bottom right recto.,19
680,On The Modification Of Clouds I,Dianna Frid,2011,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear to art.,Signed D. Frid 2011 in pencil lower left,13
1500,Woodblock Inlays 1 of 4,Richard Woods,2011,Contemporary,Pop Art,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Artist signature and edition in pencil lower right recto.,13
680,MT 2000,Chris Costan,1997,Contemporary,Abstract,Not examined out of frame.Minor rippling to paper.,Signed C. Costan '97 in pencil lower right,27
800,Sitelines,Kate Whiteford,1989,Post-War,Abstract,This work is in good condition with no obvious damage to the artwork.Not examined outside of frame.,"Signed and dated in pencil lower right, Kate Whiteford '89",35
680,MT 2011,Chris Costan,1997,Contemporary,Abstract,Not examined out of frame.Minor rippling to paper.,Signed C. Costan '97 in pencil lower right,27
800,Unheard of II,Steven Sorman,2002,Contemporary,Abstract,This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,"Signed and dated in pencil lower right, Steven Sorman, 2002",22
1275,Untitled #123,Porfirio Di Donna,1975,Contemporary,Abstract,Not examined out of frame.Discoloration to edges of art.Discoloration to background paper.,Signed Di Donna 75 in pencil lower right,49
680,Reclining Man 29,Robert Kushner,1987,Contemporary,Abstract,This work is in good condition with no obvious signs of wear to art.Not examined out of frame.Small smudge to plexiglass at top left.Marks to frame.,unknown,37
800,Spaces Between Words A Deaf Man Sees,Steven Sorman,1978,Post-War,Minimalism,"This work is in overall good condition.Not examined outside of frame.Slight buckling of paper, consistent with process.","Signed and numbered in pencil, lower center Steven Sorman, '78",46
1500,Fancy Wall,Ann Turnley,1978,Post-War,Abstract,This work is in very good condition.Artwork not inspected out of frame.Dent and light wear to frame on bottom right corner.,unknown,46
1275,Ladder / Triangle,David Hornung,1988,Contemporary,Surrealism,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to art.,unknown,36
800,Untitled,Brian O'Doherty,2011,Contemporary,Abstract,This work is in overall good condition.Not examined outside of frame.No obvious damage to artwork.,"Signed and dated in pencil lower right, Brian O'Doherty, 2011",13
1275,Untitled,Orly Genger,2004,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear to art.,unknown,20
680,Untitled,Stephen Hartman,1978,Contemporary,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional nicks to frame.,Signed S Hartman bottom left in pencil,46
800,Untitled (From Vessels and Voids),Donald Traver,1994,Post-War,Abstract,This work is in very good condition.Artwork not inspected out of frame.Pin holes on top corners.Light wear to frame.,Signed and dated upper right recto in pencil,30
800,Untitled (I),Stephanie Snider,2001,Contemporary,Surrealism,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Lower right recto in pencil,23
800,Diego I,Kirsten Stolle,2002,Post-War,Abstract,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,K. Stolle 02 in pencil on bottom right recto.,22
680,Below,Mark Fox,2012,Contemporary,Abstract,This work is in overall good condition.No examined outside of frame.Minor rippling of paper.No other obvious signs of wear to art.,Mark Fox 12 on bottom right in pencil,12
1275,Untitled,Ralph Hilton,1981,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,unknown,43
1500,Humid Hearts,Christine Olsavsky,1989,Post-War,Abstract,"This work is in good condition.Artwork not inspected out of frame.Marks, paint loss and dents to frame.",unknown,35
680,Mael,John Hoyland,1986,Contemporary,Abstract,Not examined out of frame.Minor rippling to paper.,Signed John Hoyland '86 in pencil lower right,38
1500,Letter Folio,Bob Nugent,1977,Post-War,Expressionism,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,unknown,47
1500,Untitled,Mark Wilson,2008,Contemporary,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,unknown,16
800,"Untitled, 1988",Cinda Sparling,1988,Post-War,Abstract,This work is in overall good condition.Artwork not inspected out of frame.Chip on bottom edge of frame.Wear and paint loss to side edges of frame.Rippling to paper.,Signed and inscribed lower right recto in pencil.,36
800,Signatures,Joe Tilson,1988,Contemporary,Conceptual ,This work is in very good condition.Artwork not examined outside of frame.Minor rippling to paper consistent with process.No obvious signs of wear to artwork.,Tilson 1988 in pencil on bottom right recto.,36
1275,Fall I,George T. Grant,2008,Contemporary,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,unknown,16
1500,Untitled NBR 60,Max Miller,1987,Post-War,Abstract,This work is in good condition.Artwork not inspected out of frame.Wear to frame in areas.Pinholes to corners of artwork.,unknown,37
800,Juicy Little Passion #4,Paul Henry Ramirez,2005,Contemporary,Abstract,This work is in very good condition.Artwork not examined out of frame.Light scratching to plexiglass.,Signed and inscribed recto in pencil,19
680,Relic Series #3,Ford Crull,1990,Contemporary,Abstract,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Ford 90 on bottom right in pencil,34
1500,Viewing Suite III,Dan Walsh,2008,Contemporary,Abstract,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Signed and dated in pencil lower right recto.,16
680,Reclining Man 18,Robert Kushner,1987,Contemporary,Abstract,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.,Signed Robert Kushner center right in pencil,37
800,Flute Like Voices III,Bruce Porter,1987,Post-War,Abstract,This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,"Signed and dated in pencil, Bruce Porter, 1981",37
680,Untitled,Stephen Hartman,1980,Post-War,Abstract,This work is in good condition.Not examined out of frame.Buckling to paper.Frame is marked at lower left corner.,unknown,44
680,Four Tulips,Steven Barbash,1982,Contemporary,Realism,No obvious signs of wear.Not examined out of frame.,"Signed, dated and numbered on bottom.",42
1275,Untitled,Stuart Nielsen,1976,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear.,unknown,48
1275,Still Life With Blue Vase,William Zehngut,1979,Contemporary,Realism,Not examined outside of frame.No obvious signs of wear.,Signed on lower left.,45
1275,Marble Painting 114,Christopher Beane,2012,Contemporary,Abstract,No obvious signs of wear.,Artist signature on back.,12
1275,Untitled Drawing Nbr 201,Frances Barth,1976,Contemporary,Geometric Abstraction,Art has no obvious signs of wear.,unknown,48
1275,Untitled,Solien T.L.,1990,Contemporary,Organic/Biomorphic Abstraction,No obvious signs of wear.Not examined out of frame.,Signed and dated on bottom right.,34
680,Sunflower,Mary Jo Vath,1990,Contemporary,Realism,Not examined out of frame.Edge wear to frame.,Signed and numbered in pencil to verso,34
680,Disection Series,Ed Albers,1989,Contemporary,Organic/Biomorphic Abstraction,Not examined out of frame.No obvious signs of wear.,unknown,35
680,Radish,DON NICE,1972,Post-War,Realism,No obvious signs of wear.Not examined out of frame.,Signed and titled on bottom.,52
680,Red Through And Through,John Newman,2010,Contemporary,Abstract,"Not examined out of frame.Art piece slipped off the hinge, resting on bottom of frame.",Signed and dated on lower right.,14
680,Window Reflection,Jane Goldman,2008,Contemporary,Realism,No obvious signs of wear.Not examined out of frame.,"Titled, signed and numbered in pencil recto ",16
1275,Blue Stem Land,T. L. Solien,1986,Contemporary,Abstract,Not examined outside of frame.Pinholes to edges of paper.No obvious signs of wear otherwise.,unknown,38
1275,Blue And Orange,Laura Newman,1987,Contemporary,Abstract,Not examined out of frame.A few minor marks to frame.,unknown,37
1275,Marble Painting 16,Christopher Beane,2012,Contemporary,Abstract,No obvious signs of wear.,unknown,12
680,Untitled (Still Life),Stuart Allen,1983,Post-War,Realism,Not examined outside of frame.No obvious signs of wear.,Signed illegibly on lower right,41
1275,Untitled,Jon Groom,1985,Contemporary,Geometric Abstraction,Area of wear to frame at top center.Art shows no obvious signs of wear.,Signed and dated lower right.,39
680,One Thousand Thoughts (Noon),Jackie Battenfield,2001,Contemporary,Realism,Art has no obvious signs of wear.,Signed on bottom.,23
680,North Field CPP10,Robert Janz,2007,Contemporary,Organic/Biomorphic Abstraction,Not examined out of frame.Scratches to plexiglass detected upon close inspection.Sheet undulation.One small mark to sheet.,"Signed, dated and titled in pencil to verso",17
1275,Untitled,Orly Genger,2004,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear.,unknown,20
680,Satsuma,Yasuyuki Shibata,2011,Contemporary,Geometric Abstraction,Not examined out of frame.No obvious signs of wear.,Signed and dated on lower right.,13
680,"Green Lamp, Red Table",Carolyn Brady,1985,Contemporary,Realism,Not examined out of frame.No obvious signs of wear.,Signed and dated on lower right.,39
1275,Diasporo,Pietro Consagra,1973,Contemporary,Abstract,No obvious signs of wear to art.,Artist signature lower right.,51
680,Untitled Xiv,Jane Kent,1989,Contemporary,Organic/Biomorphic Abstraction,Not examined out of frame.No obvious signs of imperfection.,unknown,35
680,"Untitled, A Study For Skating",Jane Kent,2008,Contemporary,Abstract,Not examined out of frame.Mark to frame.,unknown,16
1275,Cut Squares,Marischa Burckhardt,1978,Contemporary,Geometric Abstraction,Not examined out of frame.No obvious signs of wear.,unknown,46
680,Sea Poppy,Ian Hamilton Finlay,1968,Contemporary,Abstract,Not examined out of frame.Scratches throughout plexiglas.,unknown,56
680,Miracle Grow #17,Jane Kent,2012,Contemporary,Abstract,Not examined out of frame.No obvious signs of wear.,Signed and dated on lower right.,12
1275,Rolph Series,Gary Bower,1970,Contemporary,Geometric Abstraction,Not examined out of frame.Significant undulation to sheet.Water stain to top of sheet.Scattered marks to frame.Surface scratches to plexiglass.Toning to perimeter of sheet.,unknown,54
680,Untitled,Jane Kent,2012,Contemporary,Geometric Abstraction,Not examined out of frame.No apparent imperfections.,unknown,12
1275,Juniper,T. L. Solien,1986,Contemporary,Abstract,Not examined outside of frame.Pinholes at edges of paper.No other obvious signs of wear.,unknown,38
680,Untitled Print,John Duff,1975,Modern,Geometric Abstraction,Not examined out of frame.Scattered surface scratches to plexiglas.One faint mark to bottom left side of frame.Small white mark to right side of frame.,"Signed, dated and numbered in pencil.",49
